Experiment 2: scanalyzer-opt11-strips using gapdb heuristic with 5000 probes



instance_name: p01_F_13.csv

A*:		{(0_gapdb, 118),(1_ipdb, 122),(2_gapdb, 122),(3_lmcut, 122),(4_gapdb, 118),(5_gapdb, 122),(6_gapdb, 118),(7_gapdb, 118),(8_gapdb, 118),(9_gapdb, 122),(10_gapdb, 118),(11_gapdb, 118),}
ss:		{(0_gapdb, 20.1086),(1_ipdb, 22.1086),(2_gapdb, 20.1086),(3_lmcut, 20.1086),(4_gapdb, 20.1086),(5_gapdb, 20.1086),(6_gapdb, 20.1086),(7_gapdb, 20.1086),(8_gapdb, 20.1086),(9_gapdb, 20.1086),(10_gapdb, 20.1086),(11_gapdb, 20.1086),}

Measure_1:

-A* h1/h2
	1	0.967213	0.967213	0.967213	1	0.967213	1	1	1	0.967213	1	1
	1.0339	1	1	1	1.0339	1	1.0339	1.0339	1.0339	1	1.0339	1.0339
	1.0339	1	1	1	1.0339	1	1.0339	1.0339	1.0339	1	1.0339	1.0339
	1.0339	1	1	1	1.0339	1	1.0339	1.0339	1.0339	1	1.0339	1.0339
	1	0.967213	0.967213	0.967213	1	0.967213	1	1	1	0.967213	1	1
	1.0339	1	1	1	1.0339	1	1.0339	1.0339	1.0339	1	1.0339	1.0339
	1	0.967213	0.967213	0.967213	1	0.967213	1	1	1	0.967213	1	1
	1	0.967213	0.967213	0.967213	1	0.967213	1	1	1	0.967213	1	1
	1	0.967213	0.967213	0.967213	1	0.967213	1	1	1	0.967213	1	1
	1.0339	1	1	1	1.0339	1	1.0339	1.0339	1.0339	1	1.0339	1.0339
	1	0.967213	0.967213	0.967213	1	0.967213	1	1	1	0.967213	1	1
	1	0.967213	0.967213	0.967213	1	0.967213	1	1	1	0.967213	1	1

-ss h1/h2
	1	0.909537	1	1	1	1	1	1	1	1	1	1
	1.09946	1	1.09946	1.09946	1.09946	1.09946	1.09946	1.09946	1.09946	1.09946	1.09946	1.09946
	1	0.909537	1	1	1	1	1	1	1	1	1	1
	1	0.909537	1	1	1	1	1	1	1	1	1	1
	1	0.909537	1	1	1	1	1	1	1	1	1	1
	1	0.909537	1	1	1	1	1	1	1	1	1	1
	1	0.909537	1	1	1	1	1	1	1	1	1	1
	1	0.909537	1	1	1	1	1	1	1	1	1	1
	1	0.909537	1	1	1	1	1	1	1	1	1	1
	1	0.909537	1	1	1	1	1	1	1	1	1	1
	1	0.909537	1	1	1	1	1	1	1	1	1	1
	1	0.909537	1	1	1	1	1	1	1	1	1	1

Measure_2:
- The heuristics that have the similar ratio are:
	(h1     ,h2     ):	fracss	-	fracastar	=	diff
A*:		{(0_ipdb, 2.06437e+08),(2_gapdb, 2.06437e+08),(3_gapdb, 2.06437e+08),(4_gapdb, 2.06437e+08),(5_gapdb, 2.06437e+08),(6_gapdb, 2.06437e+08),(7_gapdb, 2.06437e+08),(8_gapdb, 2.06437e+08),(9_gapdb, 2.06437e+08),(10_gapdb, 2.06437e+08),(11_gapdb, 2.06437e+08),}
ss:		{(0_ipdb, 6.74682e+10),(1_lmcut, 2.73941e+08),(2_gapdb, 9.71772e+33),(3_gapdb, 2.1713e+15),(4_gapdb, 8.4113e+09),(5_gapdb, 9.5314e+11),(6_gapdb, 9.71772e+33),(7_gapdb, 9.71772e+33),(8_gapdb, 9.71772e+33),(9_gapdb, 9.71772e+33),(10_gapdb, 9.71772e+33),(11_gapdb, 9.71772e+33),}


instance_name: p11_F_26.csv

A*:		{(0_gapdb, 8.24485e+07),(1_gapdb, 8.24485e+07),(2_gapdb, 8.24485e+07),(3_gapdb, 8.24485e+07),(4_gapdb, 8.24485e+07),(5_gapdb, 8.24485e+07),(6_gapdb, 8.24485e+07),(7_gapdb, 8.24485e+07),(8_gapdb, 8.24485e+07),(9_gapdb, 8.24485e+07),(10_ipdb, 8.24485e+07),}
ss:		{(0_gapdb, 2.17033e+16),(1_gapdb, 1.58817e+09),(2_gapdb, 2.17033e+16),(3_gapdb, 2.17033e+16),(4_gapdb, 2.17033e+16),(5_gapdb, 2.17033e+16),(6_gapdb, 2.17033e+16),(7_gapdb, 2.17033e+16),(8_gapdb, 2.17033e+16),(9_gapdb, 2.17033e+16),(10_ipdb, 7.75892e+06),(11_lmcut, 272327),}


instance_name: p12_F_30.csv

A*:		{(0_gapdb, 1.75457e+08),(1_gapdb, 1.75473e+08),(2_gapdb, 1.75473e+08),(4_gapdb, 1.75473e+08),(5_gapdb, 1.75473e+08),(6_gapdb, 1.75473e+08),(7_gapdb, 1.75473e+08),(8_gapdb, 1.75473e+08),(9_ipdb, 1.75473e+08),(10_gapdb, 1.75473e+08),(11_gapdb, 1.75473e+08),}
ss:		{(0_gapdb, 23084),(1_gapdb, 3.44085e+10),(2_gapdb, 1.43942e+36),(3_lmcut, 2.60927e+07),(4_gapdb, 1.43942e+36),(5_gapdb, 1.43942e+36),(6_gapdb, 1.43942e+36),(7_gapdb, 1.43942e+36),(8_gapdb, 7.12253e+14),(9_ipdb, 2.93625e+10),(10_gapdb, 1.43942e+36),(11_gapdb, 1.43942e+36),}


instance_name: p13_F_34.csv

A*:		{(0_gapdb, 5.16041e+07),(1_gapdb, 5.16041e+07),(2_gapdb, 5.16041e+07),(3_gapdb, 5.16041e+07),(4_gapdb, 5.16041e+07),(5_gapdb, 5.16041e+07),(7_gapdb, 5.16041e+07),(8_gapdb, 5.16041e+07),(9_gapdb, 5.16041e+07),(10_gapdb, 5.16041e+07),(11_ipdb, 5.16041e+07),}
ss:		{(0_gapdb, 6.62163e+20),(1_gapdb, 6.62163e+20),(2_gapdb, 6.62163e+20),(3_gapdb, 6.62163e+20),(4_gapdb, 6.62163e+20),(5_gapdb, 5.39154e+11),(6_lmcut, 7.3804e+07),(7_gapdb, 6.62163e+20),(8_gapdb, 6.62163e+20),(9_gapdb, 6.62163e+20),(10_gapdb, 6.62163e+20),(11_ipdb, 4.8494e+07),}


instance_name: p14_F_30.csv

A*:		{(0_gapdb, 6.188e+07),(1_gapdb, 6.188e+07),(2_gapdb, 6.188e+07),(3_gapdb, 6.188e+07),(4_gapdb, 6.188e+07),(5_gapdb, 6.188e+07),(6_gapdb, 6.188e+07),(7_gapdb, 6.188e+07),(8_gapdb, 6.188e+07),(9_ipdb, 6.188e+07),(10_gapdb, 6.188e+07),}
ss:		{(0_gapdb, 3.87333e+18),(1_gapdb, 3.87333e+18),(2_gapdb, 1.10997e+11),(3_gapdb, 3.87333e+18),(4_gapdb, 3.87333e+18),(5_gapdb, 3.87333e+18),(6_gapdb, 3.87333e+18),(7_gapdb, 3.87333e+18),(8_gapdb, 3.87333e+18),(9_ipdb, 2.02579e+07),(10_gapdb, 3.87333e+18),(11_lmcut, 4.00609e+06),}
