Experiment 2: tidybot-opt11-strips using gapdb heuristic with 5000 probes



instance_name: p01_F_4.csv

A*:		{(0_gapdb, 539),(1_gapdb, 539),(2_gapdb, 539),(3_gapdb, 539),(4_gapdb, 539),(5_gapdb, 539),(6_gapdb, 539),(7_gapdb, 539),(8_lmcut, 539),(9_gapdb, 539),(10_gapdb, 539),(11_ipdb, 539),}
ss:		{(0_gapdb, 252.002),(1_gapdb, 252.002),(2_gapdb, 252.002),(3_gapdb, 252.002),(4_gapdb, 252.002),(5_gapdb, 252.002),(6_gapdb, 252.002),(7_gapdb, 252.002),(8_lmcut, 252.002),(9_gapdb, 252.002),(10_gapdb, 252.002),(11_ipdb, 252.002),}

Measure_1:

-A* h1/h2
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1

-ss h1/h2
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1
	1	1	1	1	1	1	1	1	1	1	1	1

Measure_2:
- The heuristics that have the similar ratio are:
	(h1     ,h2     ):	fracss	-	fracastar	=	diff
	(2_gapdb, 1_gapdb):	1.00235	-	1	=	0.00234649
	(7_gapdb, 1_gapdb):	1.00235	-	1	=	0.00234649
	(9_gapdb, 1_gapdb):	1.00235	-	1	=	0.00234649
	(0_gapdb, 2_gapdb):	1.0037	-	1	=	0.00369949
	(0_gapdb, 7_gapdb):	1.0037	-	1	=	0.00369949
	(0_gapdb, 9_gapdb):	1.0037	-	1	=	0.00369949
	(11_gapdb, 2_gapdb):	1.0037	-	1	=	0.00369949
	(11_gapdb, 7_gapdb):	1.0037	-	1	=	0.00369949
	(11_gapdb, 9_gapdb):	1.0037	-	1	=	0.00369949
	(0_gapdb, 1_gapdb):	1.00605	-	1	=	0.00605466
	(11_gapdb, 1_gapdb):	1.00605	-	1	=	0.00605466
	(4_gapdb, 5_gapdb):	1.00646	-	1	=	0.00646261
	(3_gapdb, 5_gapdb):	1.008	-	1	=	0.00800123
	(8_gapdb, 5_gapdb):	1.00801	-	1	=	0.00800806

Measure_3:
	-h1(10):		SS		A*
	0_gapdb		4.27372e+08		85479
	11_gapdb		4.27372e+08		85479
	1_gapdb		4.248e+08		85479
	2_gapdb		4.25797e+08		85479
	3_gapdb		1.20639e+08		85479
	4_gapdb		1.20455e+08		85479
	5_gapdb		1.19681e+08		85479
	7_gapdb		4.25797e+08		85479
	8_gapdb		1.2064e+08		85479
	9_gapdb		4.25797e+08		85479

	-h2(10):		SS		A*
	0_gapdb		4.27372e+08		85479
	11_gapdb		4.27372e+08		85479
	1_gapdb		4.248e+08		85479
	2_gapdb		4.25797e+08		85479
	3_gapdb		1.20639e+08		85479
	4_gapdb		1.20455e+08		85479
	5_gapdb		1.19681e+08		85479
	7_gapdb		4.25797e+08		85479
	8_gapdb		1.2064e+08		85479
	9_gapdb		4.25797e+08		85479



instance_name: p08_F_27.csv

A*:		{(0_gapdb, 3.07452e+07),(1_gapdb, 3.07452e+07),(2_gapdb, 3.07452e+07),(3_gapdb, 3.07452e+07),(4_gapdb, 3.07452e+07),(5_gapdb, 3.07452e+07),(6_gapdb, 3.07452e+07),(7_gapdb, 3.07452e+07),(9_gapdb, 3.07452e+07),(10_ipdb, 3.07452e+07),(11_gapdb, 3.07452e+07),}
ss:		{(0_gapdb, 3.29349e+11),(1_gapdb, 3.29349e+11),(2_gapdb, 9.82104e+10),(3_gapdb, 3.29349e+11),(4_gapdb, 9.82104e+10),(5_gapdb, 9.82104e+10),(6_gapdb, 9.82104e+10),(7_gapdb, 9.82104e+10),(8_lmcut, 840835),(9_gapdb, 9.82104e+10),(10_ipdb, 6.28117e+08),(11_gapdb, 9.82104e+10),}


instance_name: p09_F_22.csv

A*:		{(0_gapdb, 6.84072e+06),(1_gapdb, 6.84072e+06),(2_gapdb, 6.84072e+06),(3_gapdb, 6.84072e+06),(4_gapdb, 6.84072e+06),(5_gapdb, 6.84072e+06),(6_gapdb, 6.84072e+06),(7_gapdb, 6.84072e+06),(8_gapdb, 6.84072e+06),(10_gapdb, 6.84072e+06),(11_ipdb, 6.84072e+06),}
ss:		{(0_gapdb, 1.18952e+10),(1_gapdb, 1.18952e+10),(2_gapdb, 4.33015e+10),(3_gapdb, 1.18952e+10),(4_gapdb, 1.18952e+10),(5_gapdb, 1.18952e+10),(6_gapdb, 1.18952e+10),(7_gapdb, 4.33515e+10),(8_gapdb, 4.33515e+10),(9_lmcut, 5.64689e+06),(10_gapdb, 1.18952e+10),(11_ipdb, 1.7546e+08),}


instance_name: p10_F_26.csv

A*:		{(0_gapdb, 2.34135e+07),(1_gapdb, 2.34135e+07),(2_gapdb, 2.34135e+07),(3_gapdb, 2.34135e+07),(5_gapdb, 2.34135e+07),(6_gapdb, 2.34135e+07),(7_gapdb, 2.34135e+07),(9_gapdb, 2.34135e+07),(10_gapdb, 2.34135e+07),(11_ipdb, 2.34135e+07),}
ss:		{(0_gapdb, 1.75234e+11),(1_gapdb, 5.15923e+10),(2_gapdb, 1.75234e+11),(3_gapdb, 1.75234e+11),(4_gapdb, 1.75234e+11),(5_gapdb, 1.75234e+11),(6_gapdb, 6.13474e+11),(7_gapdb, 6.13474e+11),(8_lmcut, 10656.6),(9_gapdb, 1.75234e+11),(10_gapdb, 1.75234e+11),(11_ipdb, 2.23452e+08),}


instance_name: p11_F_23.csv

A*:		{(0_ipdb, 3.23814e+07),(1_gapdb, 3.23814e+07),(6_gapdb, 3.23814e+07),(7_gapdb, 3.23814e+07),(10_gapdb, 3.23814e+07),(11_gapdb, 3.23814e+07),}
ss:		{(0_ipdb, 2.83287e+08),(1_gapdb, 5.1472e+09),(2_gapdb, 5.94072e+10),(3_gapdb, 5.94072e+10),(4_gapdb, 1.74917e+10),(5_gapdb, 1.74917e+10),(6_gapdb, 5.94072e+10),(7_gapdb, 5.94072e+10),(8_lmcut, 492515),(9_gapdb, 5.94072e+10),(10_gapdb, 5.94072e+10),(11_gapdb, 1.74917e+10),}


instance_name: p14_F_19.csv

A*:		{(0_gapdb, 1.50263e+07),(1_gapdb, 1.50263e+07),(2_gapdb, 1.50263e+07),(3_gapdb, 1.50263e+07),(4_gapdb, 1.50263e+07),(5_gapdb, 1.50263e+07),(7_gapdb, 1.50263e+07),(8_gapdb, 1.50263e+07),(9_gapdb, 1.50263e+07),(10_ipdb, 1.50263e+07),}
ss:		{(0_gapdb, 1.92838e+09),(1_gapdb, 1.92838e+09),(2_gapdb, 5.14268e+08),(3_gapdb, 1.92836e+09),(4_gapdb, 1.92838e+09),(5_gapdb, 1.92838e+09),(6_gapdb, 1.92836e+09),(7_gapdb, 1.92836e+09),(8_gapdb, 1.92838e+09),(9_gapdb, 1.92836e+09),(10_ipdb, 1.02505e+08),(11_lmcut, 7372.87),}
